gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-LOC110439893|LOC110439893,NA,0.940627971,0.765656021,0.000628366,0.998285831,0.083522526
gene-si:dkey-9c18.3|si:dkey-9c18.3,NA,0.315239622,NA,4.24E-10,0.998285831,9.90E-08
gene-si:ch211-286b5.5|si:ch211-286b5.5,0.178335329,4.34E-59,0.052761281,1.04E-151,0.998285831,0
gene-LOC110437794|LOC110437794,NA,0.006375476,NA,6.98E-18,0.998285831,0
gene-si:ch211-286b5.9|si:ch211-286b5.9,NA,0.345937062,NA,0.191062061,0.998285831,0.641444765
gene-LOC110439892|LOC110439892,NA,0.368972877,NA,0.039260011,NA,0.119241583
gene-LOC103909416|LOC103909416,NA,NA,NA,NA,NA,NA
gene-LOC103909373|LOC103909373,NA,0.031192655,NA,0.008526121,NA,0.004647815
gene-LOC110439959|LOC110439959,NA,NA,NA,NA,NA,NA
gene-LOC101884568|LOC101884568,NA,0.434074691,NA,0.336835696,NA,0.570968768
gene-LOC103909419|LOC103909419,NA,0.217854648,NA,0.197696911,0.998285831,0.528498522
gene-LOC101884507|LOC101884507,NA,NA,NA,0.32592616,0.998285831,0.853358959
gene-LOC101883942|LOC101883942,NA,0.351095742,NA,0.681229544,0.998285831,0.977840521
gene-adgre15|adgre15,NA,0.001350765,NA,2.26E-11,0.998285831,4.84E-11
gene-adgre9|adgre9,NA,3.37E-10,0.328639215,1.50E-25,0.998285831,0
gene-LOC108190435|LOC108190435,NA,0.434074691,NA,0.031285511,0.998285831,0.287469683
gene-LOC103909383|LOC103909383,NA,0.142448065,NA,0.007131017,0.998285831,0.053424137
gene-LOC103909395|LOC103909395,NA,0.541632383,NA,0.000754577,0.998285831,0.027733021
gene-LOC110439895|LOC110439895,NA,0.266894508,NA,0.514093678,0.998285831,0.842777101
gene-LOC103909390|LOC103909390,NA,5.41E-05,NA,0.000153908,0.998285831,3.85E-06
gene-LOC100536910|LOC100536910,NA,0.00970806,NA,3.29E-15,0.998285831,8.27E-14
gene-adgre10|adgre10,NA,0.174027589,0.675306094,0.720588213,0.998285831,0.922154651
gene-dnajb1b|dnajb1b,0.835946973,0.763472219,0.112777471,2.86E-29,0.998285831,0
gene-tecrb|tecrb,0.412804296,3.49E-27,0.008698441,2.06E-94,0.998285831,0
gene-LOC101884156|LOC101884156,NA,0.474133517,0.979034209,0.081113111,0.998285831,0.744538709
gene-zgc:136908|zgc:136908,0.436338718,0.269517503,0.00979901,1.02E-07,0.998285831,3.86E-06
gene-ndufb7|ndufb7,0.003303857,0.007886479,0.09812942,2.33E-07,0.998285831,4.82E-08
gene-samd1b|samd1b,0.187666711,3.22E-30,0.061648111,8.59E-31,0.998285831,0
gene-LOC103909412|LOC103909412,NA,NA,NA,NA,NA,NA
gene-si:ch73-343l4.8|si:ch73-343l4.8,NA,0.460924638,NA,0.002839471,0.998285831,0.06377463
gene-LOC100537240|LOC100537240,NA,0.322474275,NA,0.201108774,NA,0.345974763
gene-LOC100537143|LOC100537143,NA,0.630975587,NA,0.057941546,NA,0.233864957
gene-si:ch73-343l4.2|si:ch73-343l4.2,NA,0.003701854,0.014568162,0.003340441,0.807996295,0.000243438
gene-LOC100537194|LOC100537194,NA,NA,NA,0.069725404,0.998285831,0.362220051
gene-c3a.4|c3a.4,NA,1.37E-16,0.486981395,1.18E-14,0.998285831,0
gene-crb3b|crb3b,NA,2.59E-19,0.367257693,3.78E-42,0.998285831,0
gene-c3a.6|c3a.6,NA,6.87E-64,0.927474064,1.91E-52,0.583818893,0
gene-LOC100331492|LOC100331492,NA,8.36E-07,NA,5.66E-15,0.998285831,0
gene-c3a.1|c3a.1,6.73E-11,0.631018902,0.629019963,0.000247876,0.998285831,1.03E-09
gene-prkacab|prkacab,0.934601325,2.86E-13,0.006424404,4.03E-39,0.998285831,0
gene-asf1bb|asf1bb,0.194037669,0.216689151,0.010586002,2.06E-05,0.998285831,0.000121667
gene-si:dkey-76b14.2|si:dkey-76b14.2,NA,2.34E-15,0.935746067,2.88E-08,0.998285831,0
gene-c3a.2|c3a.2,4.59E-08,0.194116949,0.830120596,0.424883623,0.998285831,5.30E-05
gene-c3a.3|c3a.3,NA,0.544153004,0.154915673,0.028003203,0.998285831,0.219265978
gene-gcgrb|gcgrb,0.210902344,0.607588328,0.975292813,0.019401118,0.998285831,0.39642297
gene-LOC100334365|LOC100334365,0.628018805,0.33071047,0.954265007,NA,0.998285831,0.999999923
gene-wu:fa03e10|wu:fa03e10,NA,NA,NA,NA,0.772820877,0.930067372
gene-slc25a10|slc25a10,0.94680988,4.39E-26,0.790261262,7.92E-14,0.998285831,0
gene-LOC101886975|LOC101886975,NA,0.650978388,0.032194072,0.007600947,0.998285831,0.042791964
gene-LOC100149931|LOC100149931,NA,NA,0.953817882,0.637975765,0.998285831,0.999999923
gene-LOC110439968|LOC110439968,NA,NA,NA,NA,NA,NA
gene-LOC103910127|LOC103910127,NA,NA,0.926889568,NA,NA,0.999999923
gene-LOC100148237|LOC100148237,NA,NA,0.76961725,0.338727058,NA,0.773185355
gene-LOC110439898|LOC110439898,NA,NA,0.493193782,NA,NA,0.645833313
gene-LOC101887163|LOC101887163,NA,0.096337328,NA,0.066786231,NA,0.063942948
gene-LOC100333957|LOC100333957,0.811112901,3.30E-05,0.34493696,3.30E-16,0.998285831,2.40E-15
gene-zgc:65894|zgc:65894,0.150095629,1.48E-82,0.102149752,1.94E-38,0.998285831,0
gene-LOC100151328|LOC100151328,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439975|LOC110439975,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100149932|LOC100149932,NA,NA,NA,NA,NA,NA
gene-LOC100149229|LOC100149229,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439899|LOC110439899,NA,NA,NA,NA,NA,NA
gene-LOC103909437|LOC103909437,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439980|LOC110439980,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100150177|LOC100150177,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100148735|LOC100148735,NA,NA,NA,NA,0.831627695,0.982933744
gene-LOC108186460|LOC108186460,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100150424|LOC100150424,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100006208|LOC100006208,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch211-1f22.2|si:ch211-1f22.2,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100006104|LOC100006104,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100150661|LOC100150661,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC108190564|LOC108190564,NA,NA,NA,NA,NA,NA
gene-LOC110439903|LOC110439903,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch211-1f22.12|si:ch211-1f22.12,NA,0.322745997,NA,NA,0.998285831,0.849784891
gene-LOC103909460|LOC103909460,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439985|LOC110439985,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC103909443|LOC103909443,NA,NA,NA,NA,0.772820877,0.930067372
gene-LOC110439986|LOC110439986,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439914|LOC110439914,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439987|LOC110439987,NA,NA,NA,0.318865384,0.998285831,0.845453862
gene-si:ch211-1f22.16|si:ch211-1f22.16,NA,NA,NA,0.144297761,0.998285831,0.566035035
gene-LOC103909442|LOC103909442,NA,NA,NA,NA,NA,NA
gene-LOC110439988|LOC110439988,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC108190565|LOC108190565,NA,NA,NA,0.035087991,NA,0.05805421
gene-LOC103909440|LOC103909440,NA,NA,NA,NA,NA,NA
gene-LOC793862|LOC793862,NA,0.515478857,NA,0.980867525,0.998285831,0.999999923
gene-LOC110439919|LOC110439919,NA,NA,NA,NA,NA,NA
gene-LOC793648|LOC793648,NA,NA,0.3142372,0.883806309,0.998285831,0.999999923
gene-LOC103909439|LOC103909439,NA,NA,0.767446012,0.16348629,0.998285831,0.818003486
gene-LOC101882982|LOC101882982,NA,0.263597586,0.140790499,0.028106046,0.998285831,0.138194541
gene-LOC108190563|LOC108190563,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC108186582|LOC108186582,NA,0.659738631,NA,0.036648523,NA,0.173864804
gene-LOC100149247|LOC100149247,NA,0.069499384,0.297670777,0.000413333,0.998285831,0.005548094
gene-si:dkey-27j5.8|si:dkey-27j5.8,NA,0.075481792,0.50817306,0.000208629,0.998285831,0.005282386
gene-LOC110439928|LOC110439928,NA,NA,NA,NA,NA,NA
gene-si:ch211-1f22.1|si:ch211-1f22.1,0.675484894,0.875012998,0.99851509,0.774204796,0.998285831,0.999999923
gene-rac1l|rac1l,0.36687484,0.971310968,0.686248815,0.935078206,0.998285831,0.999999923
gene-mycbpap|mycbpap,0.479255384,2.66E-94,1.48E-05,9.69E-150,0.998285831,0
gene-si:dkey-27j5.5|si:dkey-27j5.5,0.005964671,8.35E-05,0.700796269,2.27E-06,0.420241427,2.95E-08
gene-epn3b|epn3b,0.999786051,6.83E-39,0.797774182,8.69E-22,0.998285831,0
gene-LOC108190693|LOC108190693,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC100147925|LOC100147925,NA,NA,NA,0.124760735,NA,0.188869985
gene-LOC100006649|LOC100006649,NA,0.244399348,NA,0.059958135,0.998285831,0.300125561
gene-LOC103909461|LOC103909461,NA,0.818503366,NA,0.076017164,NA,0.336661768
gene-zmp:0000000971|zmp:0000000971,NA,0.294657145,NA,0.226646825,0.998285831,0.644175983
gene-LOC100006752|LOC100006752,NA,0.028788947,NA,0.096846572,0.998285831,0.106761924
gene-zgc:171470|zgc:171470,NA,9.40E-06,NA,0.059465034,NA,1.97E-05
gene-LOC103908692|LOC103908692,NA,0.21294008,NA,3.66E-05,0.998285831,0.001271849
gene-LOC101883531|LOC101883531,NA,0.194000687,NA,0.710354594,0.998285831,0.843924881
gene-LOC110439716|LOC110439716,NA,NA,NA,0.054211641,0.998285831,0.306742387
gene-b3gntl1|b3gntl1,0.745319185,4.76E-24,0.957024043,4.65E-43,0.998285831,0
gene-si:dkey-27j5.3|si:dkey-27j5.3,0.950407962,0.154242505,0.487502582,0.003572044,0.998285831,0.132416035
gene-LOC110439989|LOC110439989,NA,0.123134429,NA,0.046155234,NA,0.058022493
gene-LOC110439930|LOC110439930,NA,0.234456888,0.672802196,0.250719128,NA,0.507883877
gene-LOC101883054|LOC101883054,NA,NA,NA,0.802880295,NA,0.956656441
gene-sc:d0284|sc:d0284,NA,6.29E-10,0.269812161,1.11E-11,0.998285831,0
gene-LOC108190572|LOC108190572,NA,0.023588167,0.344612885,0.030344575,0.998285831,0.056892645
gene-LOC101885706|LOC101885706,NA,0.159900036,0.887975627,0.006772444,0.998285831,0.131784351
gene-LOC110439990|LOC110439990,NA,0.007516781,0.957861385,0.003038014,NA,0.002923758
gene-LOC100536927|LOC100536927,NA,0.167640421,NA,0.240499263,NA,0.250430513
gene-LOC100333168|LOC100333168,NA,0.934855284,NA,NA,NA,0.999999923
gene-LOC100333244|LOC100333244,NA,NA,NA,NA,NA,NA
gene-LOC103909463|LOC103909463,0.369138099,0.284062903,0.297107799,0.032546684,0.998285831,0.268155007
gene-zmp:0000001289|zmp:0000001289,NA,0.745544779,NA,0.722645255,NA,0.999999923
gene-LOC110439933|LOC110439933,NA,NA,NA,0.927266027,NA,0.999999923
gene-LOC101885769|LOC101885769,NA,0.007067451,NA,7.07E-06,0.998285831,1.82E-05
gene-LOC101882213|LOC101882213,NA,0.322745997,NA,0.34383155,NA,0.485690688
gene-LOC101882159|LOC101882159,NA,0.498454323,NA,0.054350151,0.998285831,0.420479454
gene-LOC110439727|LOC110439727,NA,NA,0.284253129,NA,NA,0.399286473
gene-LOC110439992|LOC110439992,NA,0.396240891,0.69038565,0.363438326,0.998285831,0.951637149
gene-LOC108179133|LOC108179133,NA,NA,0.883006646,NA,NA,0.999999923
gene-si:dkey-1c7.3|si:dkey-1c7.3,NA,0.372816756,0.118115221,0.045224464,0.998285831,0.199786612
gene-LOC101883825|LOC101883825,NA,0.404038787,NA,0.186614389,0.998285831,0.677479139
gene-LOC101882350|LOC101882350,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439728|LOC110439728,NA,0.267428301,NA,0.000171816,NA,0.001014029
gene-LOC101887025|LOC101887025,0.916243951,0.759486865,0.44349647,0.050614165,NA,0.542623676
gene-LOC101883999|LOC101883999,0.731941046,0.320560406,0.905497935,0.000624871,0.998285831,0.092031042
gene-LOC100537163|LOC100537163,0.40700148,0.049638097,0.684295277,1.20E-10,0.998285831,1.14E-07
gene-si:ch211-114l13.12|si:ch211-114l13.12,NA,0.000384213,0.866855598,1.50E-05,0.998285831,1.57E-05
gene-si:ch211-114l13.10|si:ch211-114l13.10,NA,0.107816068,0.991763239,0.000337698,0.998285831,0.015600981
gene-nxnl1|nxnl1,NA,0.23932073,0.81654688,NA,0.998285831,0.931466815
gene-si:ch211-114l13.9|si:ch211-114l13.9,0.999166545,3.11E-06,0.930054113,0.005718114,0.998285831,0.000191061
gene-si:ch211-114l13.7|si:ch211-114l13.7,0.819716327,0.79507807,0.582522256,0.366772582,0.998285831,0.999999923
gene-trim35-1|trim35-1,0.438554157,6.06E-07,0.895139366,7.78E-14,0.998285831,1.25E-14
gene-caspb|caspb,0.70964998,0.113912205,0.527127883,0.128927109,0.998285831,0.544957851
gene-si:ch211-114l13.1|si:ch211-114l13.1,0.925449431,0.469476616,1.38E-05,0.000930347,0.998285831,8.28E-05
gene-caspbl|caspbl,0.718803146,0.255239979,0.253814092,1.72E-05,0.998285831,0.00336111
gene-si:ch211-15j1.5|si:ch211-15j1.5,0.826195197,0.000199098,0.201607831,0.000168127,0.998285831,8.28E-05
gene-si:ch211-15j1.4|si:ch211-15j1.4,0.389596317,0.068306806,0.577403846,0.013762368,0.962828603,0.117131011
gene-LOC103908614|LOC103908614,NA,NA,0.389931503,0.211937152,0.998285831,0.70322337
gene-LOC108184853|LOC108184853,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:dkey-222h21.12|si:dkey-222h21.12,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:dkey-222h21.10|si:dkey-222h21.10,0.788093166,0.013491168,0.881355156,1.11E-10,0.998285831,7.71E-08
gene-ggt1l2.2|ggt1l2.2,NA,0.783326117,0.62303862,0.101516181,0.998285831,0.808142487
gene-si:dkey-222h21.7|si:dkey-222h21.7,NA,0.892000525,0.96486594,0.106424499,0.999867522,0.93725405
gene-LOC110439936|LOC110439936,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439993|LOC110439993,NA,NA,NA,NA,0.998285831,0.999999923
gene-ggt1l2.1|ggt1l2.1,NA,NA,NA,0.202163523,0.998285831,0.680883719
gene-si:ch73-236c18.1|si:ch73-236c18.1,NA,NA,0.429847203,NA,NA,0.573820465
gene-LOC110439994|LOC110439994,NA,NA,NA,NA,NA,NA
gene-LOC103909498|LOC103909498,NA,0.523330252,NA,0.320517864,NA,0.616433209
gene-si:ch73-59p9.2|si:ch73-59p9.2,NA,NA,NA,NA,0.954772113,0.999999923
gene-si:ch73-236c18.3|si:ch73-236c18.3,NA,0.898722309,NA,0.134307896,0.998285831,0.807734514
gene-zgc:194906|zgc:194906,0.659361303,0.285458363,0.521160268,2.84E-05,0.998285831,0.008017869
gene-LOC100334101|LOC100334101,NA,0.139666401,0.570043872,0.000724935,0.998285831,0.021600592
gene-si:ch211-114l13.4|si:ch211-114l13.4,0.98550179,0.22427085,0.824210005,0.009582061,0.998285831,0.343839231
gene-si:ch211-114l13.13|si:ch211-114l13.13,0.687988708,0.018309355,0.275603938,0.002232586,0.998285831,0.015939419
gene-si:ch211-15j1.1|si:ch211-15j1.1,NA,0.538050808,0.76200959,0.347156709,0.998285831,0.999999923
gene-si:dkey-222h21.11|si:dkey-222h21.11,NA,NA,0.105134534,0.209739574,0.257933546,0.16947028
gene-si:dkey-222h21.9|si:dkey-222h21.9,0.695834372,0.151828004,0.52199636,0.029304874,0.998285831,0.332330987
gene-LOC108186899|LOC108186899,NA,NA,0.900846074,NA,0.998285831,0.999999923
gene-si:dkey-222h21.8|si:dkey-222h21.8,NA,0.418869648,0.488419228,0.499406236,0.998285831,0.95662688
gene-si:dkey-222h21.6|si:dkey-222h21.6,NA,0.206907805,0.94113877,0.039687189,0.998285831,0.39965833
gene-si:dkey-222h21.5|si:dkey-222h21.5,0.940747706,0.322714507,0.409283196,0.162057939,0.998285831,0.809580494
gene-si:dkey-222h21.4|si:dkey-222h21.4,NA,0.158479017,0.603676812,0.010913565,0.998285831,0.138268849
gene-si:dkey-222h21.3|si:dkey-222h21.3,NA,0.413920371,1.36E-06,0.012506684,0.998285831,2.09E-05
gene-si:dkey-222h21.2|si:dkey-222h21.2,0.944066068,0.010638371,0.859589698,0.055787336,0.998285831,0.185252812
gene-si:dkey-222h21.1|si:dkey-222h21.1,NA,0.206020999,0.27559154,0.088324551,0.998285831,0.324672709
gene-si:ch73-236c18.2|si:ch73-236c18.2,0.90315625,0.250881316,0.277907654,0.012601782,0.998285831,0.237972426
gene-si:ch73-236c18.5|si:ch73-236c18.5,NA,NA,0.972842188,0.336835696,0.998285831,0.999999923
gene-soul5l|soul5l,0.661393222,0.035570014,0.264769946,5.32E-07,0.998285831,5.52E-05
gene-LOC108187081|LOC108187081,0.817037711,2.85E-10,0.429429295,1.59E-13,0.998285831,0
gene-LOC556363|LOC556363,0.009655488,3.70E-09,0.413008617,9.92E-14,0.998285831,0
gene-lpar2b|lpar2b,0.254113316,3.09E-13,0.076616841,5.55E-33,0.998285831,0
gene-wu:fk65c09|wu:fk65c09,0.09625359,2.30E-06,0.15482523,0.001457736,0.998285831,1.92E-06
gene-LOC103909566|LOC103909566,0.857504345,0.014244307,0.947643825,2.90E-05,0.998285831,0.001805141
gene-LOC100007608|LOC100007608,0.000285053,0.009030132,0.703119251,2.17E-11,0.86408995,1.03E-11
gene-si:ch211-233g6.2|si:ch211-233g6.2,NA,NA,NA,0.280865541,0.998285831,0.799239434
gene-LOC793232|LOC793232,NA,0.165489303,NA,NA,0.998285831,0.611424361
gene-zgc:172091|zgc:172091,NA,0.33071047,NA,NA,0.998285831,0.85845984
gene-adgre5b.3|adgre5b.3,0.881983706,0.059252459,0.00977945,0.000143714,0.998285831,0.000589292
gene-zgc:174928|zgc:174928,0.334579077,1.41E-27,0.351312534,2.75E-26,0.998285831,0
gene-LOC110439690|LOC110439690,NA,0.23509102,NA,0.01787147,0.998285831,0.139671742
gene-LOC108190731|LOC108190731,0.020192891,7.59E-22,0.87145415,6.91E-158,0.887178737,0
gene-si:ch211-236p5.3|si:ch211-236p5.3,0.897890672,0.007927381,0.264368717,0.001250893,0.998285831,0.007144697
gene-LOC101884874|LOC101884874,NA,NA,0.830915718,0.003731724,0.998285831,0.114529983
gene-LOC566119|LOC566119,NA,0.424830864,NA,0.000483032,0.998285831,0.016636827
gene-LOC100334800|LOC100334800,NA,0.685074049,NA,0.006997865,0.998285831,0.152012777
gene-LOC108179043|LOC108179043,NA,1.33E-07,0.061304441,1.19E-09,0.998285831,3.50E-13
gene-sh2d3a|sh2d3a,NA,7.48E-10,0.363758647,4.94E-14,0.998285831,0
gene-LOC110439700|LOC110439700,NA,0.865703452,0.980379133,0.613131029,0.998285831,0.999999923
gene-zgc:173915|zgc:173915,0.537900105,0.3678933,0.075318745,0.074387621,0.998285831,0.279716981
gene-wu:fj11g02|wu:fj11g02,NA,0.022872795,0.224266621,0.131127598,0.998285831,0.106470489
gene-LOC108179162|LOC108179162,NA,0.000422995,0.526228602,1.37E-11,0.998285831,6.35E-11
gene-slc27a1b|slc27a1b,0.000182637,1.74E-48,0.975764535,5.11E-51,0.998285831,0
gene-adgre5b.2|adgre5b.2,0.79497673,1.72E-07,0.053457494,1.63E-27,0.998285831,0
gene-LOC572225|LOC572225,0.651497315,0.177400774,0.938169459,2.51E-05,0.998463915,0.007890186
gene-LOC100536657|LOC100536657,0.846419413,3.84E-38,0.661486607,1.11E-79,0.998285831,0
gene-si:ch73-236c18.7|si:ch73-236c18.7,0.408014008,0.004468495,0.046870757,2.86E-06,0.998285831,6.96E-06
gene-LOC103909533|LOC103909533,0.775986821,5.19E-05,0.224654546,0.001417816,0.998285831,0.000157363
gene-si:ch73-221f6.1|si:ch73-221f6.1,0.101313407,0.071099106,0.791618231,0.003106656,0.998285831,0.027212917
gene-zgc:174890|zgc:174890,0.298014646,2.94E-26,0.611626569,3.18E-93,0.998285831,0
gene-LOC108190743|LOC108190743,0.044827452,9.76E-09,0.603513357,2.52E-14,0.998285831,0
gene-LOC110439689|LOC110439689,NA,0.147102179,NA,0.347470626,0.998285831,0.572547307
gene-adgrl1.1|adgrl1.1,0.411580969,0.398068627,0.222059054,0.022872011,0.998285831,0.24348933
gene-LOC101884937|LOC101884937,0.038427667,0.000644078,0.605853855,1.42E-11,0.998285831,5.17E-11
gene-LOC101884985|LOC101884985,0.000507462,1.39E-05,0.013688496,9.47E-29,0.998285831,0
gene-LOC101884341|LOC101884341,0.173786144,2.01E-08,0.279223139,1.48E-11,0.998285831,1.02E-14
gene-LOC103909543|LOC103909543,NA,9.91E-08,0.992268363,6.63E-13,0.998285831,3.58E-15
gene-LOC108190761|LOC108190761,NA,1.63E-06,0.686068236,0.000176163,0.998285831,1.04E-06
gene-dnm2b|dnm2b,0.258055614,1.39E-15,0.156842837,1.60E-10,0.998285831,0
gene-tmed1b|tmed1b,0.881825699,2.27E-16,0.128480286,1.14E-06,0.998285831,0
gene-zgc:171687|zgc:171687,NA,0.01456181,NA,0.003578297,0.07680087,0.000737471
gene-LOC101886340|LOC101886340,NA,0.242123337,0.63025798,0.001809488,0.998285831,0.061152007
gene-LOC101886403|LOC101886403,0.75067091,0.022040645,0.080433481,0.21193921,0.779706971,0.122196989
gene-zmp:0000001172|zmp:0000001172,NA,NA,NA,NA,0.998285831,0.999999923
gene-eri2|eri2,0.45219966,1.22E-05,0.513490103,0.001721451,0.998285831,7.46E-05
gene-thumpd1|thumpd1,0.481858288,1.57E-31,0.038691325,9.41E-78,0.998285831,0
gene-LOC110439995|LOC110439995,0.68118015,0.042450183,0.843326376,0.024950778,0.998285831,0.208697539
gene-LOC101882962|LOC101882962,0.683472073,0.017431256,0.975793795,0.454415706,0.998285831,0.537190065
gene-zgc:153247|zgc:153247,0.725866454,0.199457189,0.867910065,0.332947925,0.998285831,0.941201872
gene-LOC101884216|LOC101884216,0.109825762,0.469125101,0.941807181,0.069765877,0.998285831,0.454395536
gene-cdc37|cdc37,0.02470711,0.00607473,0.094633571,3.54E-06,0.998285831,1.93E-06
gene-zgc:76872|zgc:76872,0.015412352,0.441147105,0.962719171,0.506698455,0.998285831,0.45069203
gene-pin1|pin1,0.774398164,0.976395995,0.53482704,0.886801357,0.998285831,0.999999923
gene-LOC100007488|LOC100007488,NA,0.026424245,0.297107799,0.000195677,0.683516208,0.001143891
gene-si:zfos-2330d3.3|si:zfos-2330d3.3,0.940084029,0.209238694,0.728937644,0.171293829,0.998285831,0.848452904
gene-si:zfos-2330d3.1|si:zfos-2330d3.1,0.847590969,0.000893808,1.22E-05,3.03E-06,0.998285831,3.57E-09
gene-si:zfos-2330d3.6|si:zfos-2330d3.6,0.388678561,9.56E-38,0.616709377,1.76E-06,0.9991333,0
gene-LOC555374|LOC555374,NA,6.55E-08,0.878313161,1.55E-06,0.998285831,1.29E-09
gene-si:zfos-2330d3.8|si:zfos-2330d3.8,0.337467479,1.17E-07,0.791527149,1.89E-12,0.998285831,3.57E-14
gene-si:ch1073-110a20.2|si:ch1073-110a20.2,NA,0.001030336,0.724980903,7.71E-09,0.998285831,4.99E-08
gene-si:ch1073-110a20.3|si:ch1073-110a20.3,0.81016068,8.50E-10,0.701329526,1.72E-08,0.998285831,2.96E-12
gene-mfap4|mfap4,0.951439558,0.003397217,0.97238892,0.16561194,0.998285831,0.192820477
gene-si:ch1073-110a20.1|si:ch1073-110a20.1,NA,9.64E-35,0.526228602,1.13E-70,0.998285831,0
gene-mvb12a|mvb12a,0.598449832,0.000929529,0.687017874,0.21972201,0.998285831,0.070632745
gene-akap8l|akap8l,0.00041955,0.007179607,0.7571288,0.015805557,0.552685986,0.00022072
gene-col5a3b|col5a3b,0.020480927,1.05E-102,0.006365412,1.07E-144,0.998285831,0
gene-olfm2b|olfm2b,0.590332729,0.027673098,0.384728832,0.601118063,0.998285831,0.474265322
gene-cyp3a65|cyp3a65,NA,0.365537413,NA,0.015442289,0.998285831,0.168516556
gene-mslnb|mslnb,NA,0.98304031,2.14E-10,0.099220298,0.998285831,1.52E-07
gene-LOC100330916|LOC100330916,NA,0.600456543,NA,0.000260268,0.998463915,0.013533775
gene-wfikkn1|wfikkn1,NA,0.799366572,0.959991347,0.275872661,NA,0.950198604
gene-LOC103909584|LOC103909584,NA,NA,NA,NA,NA,NA
gene-zgc:77358|zgc:77358,NA,0.154760969,0.929575384,0.840086276,0.998285831,0.986401536
gene-zmp:0000001082|zmp:0000001082,0.18771909,0.010840526,0.13565197,0.881900152,0.998285831,0.129106233
gene-LOC101884641|LOC101884641,0.930587299,0.042690454,0.149651199,0.066313944,0.998285831,0.166785718
gene-zmp:0000000625|zmp:0000000625,0.399600437,0.000161739,0.02816431,6.75E-09,0.998285831,1.75E-09
gene-rdh8b|rdh8b,0.819917592,1.28E-16,0.93018652,1.82E-27,0.998285831,0
gene-txndc11|txndc11,0.983955367,1.68E-08,0.795922104,3.85E-08,0.92351766,1.03E-10
gene-parn|parn,0.004036235,4.94E-34,0.745768696,1.56E-90,0.606511586,0
gene-LOC100535454|LOC100535454,0.207857248,0.418595877,0.946691086,0.447153486,0.91736257,0.905997582
gene-LOC108190785|LOC108190785,0.829884013,0.069659231,0.500492446,0.025586861,0.998285831,0.230029109
